,selected,transfers_balance,transfers_in,transfers_out,ict_index,value,label
10,172185,-5884,1225,7109,3.5,53,0
11,170888,-1749,1475,3224,4.2,53,0
12,172544,1148,3929,2781,3.1,53,0
13,172199,-684,4998,5682,4.8,53,0
14,186017,12170,16198,4028,3.1,53,0
15,187048,-8171,8566,16737,4.1,53,0
16,186843,-5727,4053,9780,2.1,53,0
17,186843,-5727,4053,9780,3.4,53,0
18,183377,-5211,3571,8782,1.4,53,0
19,177332,-6223,1571,7794,2.9,53,0
20,174486,-3169,1632,4801,2.4,53,0
21,185806,10290,15022,4732,7.7,53,0
22,274356,69554,78382,8828,2.3,53,0
23,274356,69554,78382,8828,2.0,53,0
24,255535,-2014,13132,15146,1.9,53,0
25,237558,-17645,11255,28900,3.6,53,0
0,38923,-815,3415,4230,1.9,45,0
1,38080,-1879,4011,5890,2.4,45,0
2,35951,-2642,1198,3840,0.8,45,0
3,33744,-2741,1453,4194,0.0,45,0
4,27153,-6408,183,6591,0.0,45,0
5,23035,-4357,52,4409,0.0,45,0
6,20774,-2352,121,2473,0.0,45,0
7,19041,-1786,100,1886,0.0,45,0
8,18286,-887,91,978,0.0,45,0
9,16632,-1624,38,1662,0.0,45,0
10,15732,-1021,18,1039,0.0,45,0
11,15037,-710,11,721,0.0,45,0
12,14631,-456,82,538,0.0,45,0
13,14442,-322,227,549,0.0,45,0
14,14304,-200,173,373,0.0,45,0
15,14013,-280,307,587,0.0,45,0
16,13713,-248,172,420,0.0,44,-1
17,13713,-248,172,420,0.0,44,0
18,13512,-253,154,407,0.0,44,0
19,13363,-178,81,259,0.0,44,0
20,13255,-139,69,208,0.0,44,0
21,13177,-118,110,228,0.0,44,0
22,13133,-104,295,399,0.8,44,0
23,13133,-104,295,399,0.0,44,0
24,13098,-63,154,217,0.0,44,0
25,12953,-185,107,292,0.0,44,0
0,85013,-1476,9662,11138,1.7,45,0
1,75005,-11025,6425,17450,0.0,45,0
2,61630,-13830,535,14365,0.0,45,0
3,50162,-12016,572,12588,0.9,44,-1
4,45235,-5362,868,6230,0.0,44,0
5,37749,-7591,117,7708,0.0,44,0
6,30156,-7631,60,7691,0.0,43,-1
7,25400,-4695,78,4773,0.0,43,0
8,24713,-1021,195,1216,1.8,43,0
9,23995,-812,327,1139,0.0,43,0
10,23183,-903,200,1103,0.0,43,0
11,22537,-691,150,841,0.0,43,0
12,21948,-636,143,779,0.0,43,0
13,21594,-460,514,974,2.3,43,0
14,22352,625,1428,803,1.1,43,0
15,42629,1911,7529,5618,0.7,43,0
16,44545,2567,8015,5448,1.9,43,0
17,44545,2567,8015,5448,1.7,43,0
18,40750,-2316,2525,4841,6.0,43,0
19,38635,-2179,1104,3283,1.4,43,0
20,37376,-1330,607,1937,1.6,43,0
21,39954,2408,4168,1760,3.1,43,0
22,106285,61525,65194,3669,2.2,43,0
23,106285,61525,65194,3669,0.0,43,0
24,80485,-21284,2943,24227,0.0,43,0
25,50035,-29518,153,29671,0.0,43,0
0,1333,-295,45,340,0.0,50,0
1,1200,-170,9641,9811,0.0,50,0
2,1129,-84,20,104,0.0,50,0
3,1176,29,104,75,0.0,50,0
4,1113,-64,33,97,0.0,50,0
5,1092,-23,26,49,0.0,50,0
6,1097,-2,33,35,0.0,50,0
7,1091,-8,44,52,0.0,50,0
8,1166,60,105,45,0.0,50,0
9,1124,-41,65,106,0.0,50,0
10,1236,108,174,66,0.0,50,0
11,1147,-90,4,94,0.0,50,0
12,1135,-13,10,23,0.0,50,0
13,1120,-18,11,29,0.0,50,0
14,1119,-3,6,9,0.0,50,0
15,1198,23,60,37,0.0,50,0
16,1174,15,50,35,0.0,50,0
17,1174,15,50,35,0.0,50,0
18,1239,14,64,50,1.6,50,0
19,1243,-9,28,37,0.8,50,0
20,1286,14,36,22,1.0,50,0
21,1352,19,59,40,4.3,50,0
22,1485,82,172,90,2.5,50,0
23,1485,82,172,90,0.9,50,0
24,1534,34,106,72,2.7,50,0
25,1588,18,115,97,0.9,50,0
0,15118,-563,881,1444,3.9,45,0
1,15661,-584,1496,2080,2.9,45,0
2,15833,-445,845,1290,1.1,45,0
3,16390,-52,1605,1657,0.8,45,0
4,17251,443,1533,1090,1.7,45,0
5,18056,380,1367,987,1.8,45,0
6,18176,-261,1128,1389,0.0,45,0
7,17083,-1271,455,1726,0.0,45,0
8,16322,-935,195,1130,0.0,45,0
9,15492,-871,205,1076,0.0,44,-1
10,15031,-623,166,789,0.0,44,0
11,14687,-421,119,540,0.0,44,0
12,14338,-408,124,532,0.0,44,0
13,14091,-339,272,611,0.0,44,0
14,13974,-196,199,395,0.0,43,-1
15,13117,-530,299,829,0.0,43,0
16,13209,-188,184,372,0.0,43,0
17,13209,-188,184,372,0.0,43,0
18,13067,-220,203,423,0.0,43,0
19,12980,-147,114,261,0.0,43,0
20,12865,-157,85,242,0.0,43,0
21,12782,-137,108,245,0.0,43,0
22,12766,-115,268,383,0.7,43,0
23,12766,-115,268,383,1.1,43,0
24,12875,62,326,264,0.0,43,0
25,12760,-167,231,398,0.0,43,0
0,51558,-3221,4724,7945,2.8,60,0
1,38598,-13928,1934,15862,0.0,60,0
2,27220,-11960,95,12055,0.0,59,-1
3,22241,-5445,194,5639,0.0,59,0
4,21324,-1370,468,1838,0.2,59,0
5,20584,-1054,369,1423,2.6,59,0
6,20134,-678,407,1085,0.4,58,-1
7,19871,-552,572,1124,5.7,58,0
8,19835,-208,423,631,2.5,58,0
9,20505,366,1125,759,1.0,58,0
10,20479,-166,807,973,1.7,58,0
11,20332,-274,407,681,1.8,58,0
12,20280,-169,449,618,0.0,58,0
13,20115,-375,552,927,1.3,58,0
14,20186,-20,487,507,0.0,58,0
15,18618,-1092,120,1212,0.1,58,0
16,19568,483,951,468,1.9,58,0
17,19568,483,951,468,0.0,58,0
18,19742,136,887,751,0.9,58,0
19,19852,33,602,569,0.5,58,0
20,20128,153,708,555,0.2,58,0
21,21744,1398,2118,720,0.0,58,0
22,23856,1481,3231,1750,11.4,58,0
23,23856,1481,3231,1750,5.9,58,0
24,44733,20059,22770,2711,3.6,58,0
25,46068,1178,11326,10148,6.7,58,0
0,6993,-2789,153,2942,0.0,60,0
1,5504,-1701,133,1834,0.0,60,0
2,5910,-69,814,883,5.8,60,0
3,7906,690,1879,1189,7.8,60,0
4,8402,1,1062,1061,3.3,60,0
5,8922,-39,1005,1044,2.0,60,0
6,9742,350,1329,979,2.5,60,0
7,10063,-189,1058,1247,0.0,60,0
8,9599,-635,354,989,3.2,60,0
9,10154,156,935,779,2.0,60,0
10,9957,-354,532,886,1.9,60,0
11,9821,-277,281,558,1.6,60,0
12,9757,-193,290,483,10.8,60,0
13,12226,1945,2629,684,5.9,60,0
14,16453,3930,4896,966,2.3,60,0
15,29389,4647,9715,5068,2.4,60,0
16,27652,2085,6636,4551,2.7,60,0
17,27652,2085,6636,4551,9.7,60,0
18,26069,-1335,4337,5672,0.0,60,0
19,20764,-5228,439,5667,0.0,60,0
20,17737,-3142,383,3525,0.0,60,0
21,15749,-2082,415,2497,6.0,60,0
22,115813,87199,91643,4444,11.7,60,0
23,115813,87199,91643,4444,6.5,60,0
24,106496,1539,21423,19884,0.0,60,0
25,44951,-59386,2590,61976,0.0,60,0
0,20376,-7386,129,7515,0.0,50,0
1,15704,-4983,129,5112,0.0,50,0
2,13517,-2417,76,2493,0.0,50,0
3,12294,-1309,127,1436,0.0,49,-1
4,11337,-987,35,1022,0.0,49,0
5,10720,-676,95,771,0.0,49,0
6,10269,-478,64,542,3.8,49,0
7,14631,3083,3810,727,1.4,49,0
8,14869,453,1586,1133,1.5,49,0
9,16421,999,2226,1227,3.5,49,0
10,16308,-166,1015,1181,4.5,49,0
11,17528,939,1490,551,3.1,49,0
12,21798,3902,4536,634,1.8,49,0
13,24383,2267,3752,1485,4.0,49,0
14,32929,7721,8885,1164,9.1,49,0
15,148530,20811,49806,28995,3.5,49,0
16,133175,-4785,14841,19626,4.9,49,0
17,133175,-4785,14841,19626,3.8,49,0
18,128380,-5883,10953,16836,8.2,49,0
19,133563,3683,12843,9160,1.8,49,0
20,131925,-1966,6180,8146,1.8,49,0
21,221344,87144,94806,7662,3.4,50,1
22,605513,342743,357629,14886,3.3,50,0
23,605513,342743,357629,14886,0.0,50,0
24,540058,-28025,28180,56205,1.1,51,1
25,434386,-100904,13148,114052,1.5,51,0
0,55990,-6566,1093,7659,3.3,55,0
1,49202,-7504,1577,9081,3.5,55,0
2,45251,-4586,1017,5603,6.3,55,0
3,44448,-1973,3059,5032,3.3,54,-1
4,40901,-3487,805,4292,8.3,54,0
5,38822,-2444,891,3335,1.1,54,0
6,37587,-1671,1376,3047,1.5,54,0
7,35554,-2119,943,3062,2.9,53,-1
8,34497,-1200,582,1782,6.4,53,0
9,33532,-1136,1202,2338,4.3,53,0
10,34116,303,1910,1607,5.5,53,0
11,36431,2130,3064,934,2.6,53,0
12,38347,1731,3102,1371,2.0,53,0
13,39981,1291,3869,2578,10.1,53,0
14,44481,4104,6364,2260,1.4,53,0
15,37142,-3735,3131,6866,0.5,53,0
16,39361,-1924,1973,3897,3.4,53,0
17,39361,-1924,1973,3897,3.6,53,0
18,36478,-2989,506,3495,6.7,53,0
19,34158,-2370,184,2554,2.6,53,0
20,32924,-1292,386,1678,2.0,53,0
21,33874,826,2340,1514,4.6,53,0
22,53571,15206,18502,3296,1.7,53,0
23,53571,15206,18502,3296,7.4,53,0
24,42418,-6919,1087,8006,4.9,53,0
25,38425,-3991,775,4766,2.5,53,0
0,5338,-1061,218,1279,0.0,55,0
1,3728,-1643,9651,11294,0.0,55,0
2,3193,-598,19,617,0.5,54,-1
3,3106,-190,58,248,3.3,54,0
4,3051,-92,39,131,1.8,54,0
5,3026,-79,71,150,0.0,54,0
6,2881,-142,14,156,0.0,54,0
7,2856,-74,33,107,1.5,54,0
8,2851,-26,56,82,0.0,54,0
9,2860,-17,48,65,0.0,54,0
10,2846,-37,28,65,0.0,54,0
11,2785,-67,8,75,0.0,54,0
12,2728,-60,2,62,0.0,54,0
13,2665,-63,8,71,0.0,54,0
14,2651,-18,8,26,0.0,54,0
15,2903,111,197,86,1.6,54,0
16,2830,49,135,86,2.4,54,0
17,2830,49,135,86,0.8,54,0
18,2817,-33,69,102,0.4,54,0
19,2767,-57,17,74,0.3,54,0
20,2772,-9,36,45,1.2,54,0
21,2863,56,108,52,9.6,54,0
22,7630,3847,4454,607,7.0,54,0
23,7630,3847,4454,607,0.7,54,0
24,4961,-1876,866,2742,0.0,54,0
25,3653,-1302,25,1327,0.0,54,0
0,139905,-10246,11817,22063,8.2,65,0
1,158345,11334,45880,34546,2.9,65,0
2,138067,-20647,9361,30008,3.5,65,0
3,118759,-22180,7515,29695,3.6,64,-1
4,98206,-20725,1722,22447,5.3,64,0
5,85826,-13733,2116,15849,0.1,63,-1
6,80485,-6310,3377,9687,2.3,63,0
7,73483,-7534,1994,9528,12.2,62,-1
8,71469,-2619,1687,4306,0.0,62,0
9,75311,2243,6849,4606,8.3,62,0
10,70719,-4150,2119,6269,1.4,62,0
11,69851,-1290,1812,3102,2.0,62,0
12,69107,-1011,2186,3197,12.0,62,0
13,84453,14004,17491,3487,9.0,62,0
14,126896,40550,45855,5305,3.6,62,0
15,156016,14355,38349,23994,3.7,62,0
16,151766,-4344,23336,27680,1.5,62,0
17,151766,-4344,23336,27680,1.9,62,0
18,129445,-21828,3554,25382,7.7,62,0
19,122685,-7512,8061,15573,0.5,62,0
20,100891,-21559,1523,23082,0.0,62,0
21,84778,-16258,756,17014,0.0,62,0
22,77635,-7499,3882,11381,0.0,62,0
23,77635,-7499,3882,11381,0.0,62,0
24,70318,-7288,469,7757,0.0,62,0
25,63956,-6266,372,6638,0.2,62,0
0,11308,-439,552,991,0.0,45,0
1,10565,-1256,472,1728,0.0,45,0
2,9176,-1568,85,1653,0.0,45,0
3,7525,-1675,17,1692,0.0,44,-1
4,6741,-826,18,844,1.7,44,0
5,6821,-44,273,317,2.8,44,0
6,7009,74,368,294,2.2,44,0
7,8503,1089,1616,527,0.7,44,0
8,8389,34,587,553,1.5,44,0
9,8711,170,662,492,3.1,44,0
10,8919,169,628,459,2.5,44,0
11,12174,2962,3288,326,2.5,44,0
12,20245,7859,8423,564,1.0,44,0
13,36837,15597,17582,1985,3.1,44,0
14,54138,16832,19449,2617,3.3,44,0
15,112174,11379,29804,18425,2.6,44,0
16,130388,9466,28689,19223,3.1,44,0
17,130388,9466,28689,19223,1.6,44,0
18,126380,-1616,15675,17291,1.2,44,0
19,118153,-8212,6277,14489,1.4,44,0
20,113148,-5192,3123,8315,3.1,44,0
21,131660,18126,24631,6505,5.2,44,0
22,246803,109019,116655,7636,12.1,45,1
23,246803,109019,116655,7636,1.3,45,0
24,297299,52178,67212,15034,4.7,45,0
25,286977,-8894,38344,47238,4.9,45,0
0,48709,3138,11518,8380,5.1,50,0
1,54686,928,14612,13684,4.8,50,0
2,61472,2386,14835,12449,0.2,50,0
3,60991,-3363,10605,13968,0.0,50,0
4,59497,-2675,6254,8929,0.0,50,0
5,55232,-4925,2788,7713,0.0,50,0
6,51473,-4174,1674,5848,0.3,49,-1
7,49818,-2605,2896,5501,0.0,49,0
8,48251,-1803,1316,3119,0.2,49,0
9,48268,-597,2554,3151,0.0,49,0
10,47080,-1314,1838,3152,2.3,49,0
11,47414,-67,1863,1930,0.0,48,-1
12,47053,-532,1568,2100,0.0,48,0
13,44998,-2140,1438,3578,0.0,48,0
14,43438,-1635,217,1852,0.0,48,0
15,45067,-428,2482,2910,2.4,48,0
16,49667,5634,8783,3149,0.3,48,0
17,49667,5634,8783,3149,0.0,48,0
18,46630,-759,3606,4365,0.1,48,0
19,46809,-43,2538,2581,0.4,48,0
20,47043,74,2583,2509,1.5,48,0
21,48489,1079,3890,2811,8.9,48,0
22,58738,8908,13245,4337,0.0,48,0
23,58738,8908,13245,4337,0.0,48,0
24,53550,-4402,2378,6780,1.6,48,0
25,61123,6308,12039,5731,3.5,48,0
0,4930,-260,373,633,2.5,50,0
1,3913,-1105,186,1291,0.0,50,0
2,3161,-805,33,838,0.0,50,0
3,3250,-177,146,323,0.2,50,0
4,3296,-61,129,190,0.0,50,0
5,3289,-114,104,218,0.5,50,0
6,3300,-89,114,203,2.1,50,0
7,3293,-112,131,243,0.0,50,0
8,3121,-172,29,201,0.0,50,0
9,2956,-174,30,204,9.4,50,0
10,4690,1451,1694,243,5.3,50,0
11,4816,184,474,290,2.7,50,0
12,5012,138,468,330,3.2,50,0
13,4795,-264,420,684,0.0,50,0
14,4449,-352,66,418,5.0,50,0
15,10196,1566,3322,1756,1.8,50,0
16,8927,-25,1305,1330,6.4,50,0
17,8927,-25,1305,1330,2.6,50,0
18,7785,-1078,451,1529,2.7,50,0
19,6756,-1051,110,1161,1.1,50,0
20,6350,-464,158,622,0.0,50,0
21,5491,-857,29,886,0.0,50,0
22,4862,-607,46,653,0.7,50,0
23,4862,-607,46,653,0.0,50,0
24,4715,-228,112,340,0.0,50,0
25,4391,-307,26,333,0.0,50,0
0,1047580,-36200,33990,70190,2.3,55,0
1,1020672,-54570,47616,102186,0.2,55,0
2,960710,-68364,11967,80331,0.8,55,0
3,898131,-75519,23080,98599,4.7,55,0
4,857512,-44720,11102,55822,2.0,55,0
5,824104,-38329,4048,42377,3.9,54,-1
6,799072,-30039,7944,37983,3.0,54,0
7,795807,-11409,12667,24076,3.4,54,0
8,747055,-45982,3609,49591,0.0,54,0
9,698008,-50308,4240,54548,3.8,54,0
10,696415,-8699,6494,15193,5.2,54,0
11,700167,1129,9316,8187,4.7,54,0
12,740085,34319,39929,5610,2.7,54,0
13,757329,11938,27788,15850,1.4,54,0
14,793266,29656,42778,13122,1.6,54,0
15,790644,-7413,44481,51894,3.8,54,0
16,828354,-3312,28184,31496,1.5,54,0
17,828354,-3312,28184,31496,4.9,54,0
18,849888,12505,39332,26827,5.7,54,0
19,869008,15601,31469,15868,4.7,54,0
20,863732,-7103,12289,19392,3.4,54,0
21,1011667,139647,151039,11392,0.7,55,1
22,1303297,248307,278941,30634,2.3,55,0
23,1303297,248307,278941,30634,1.3,55,0
24,1272462,194,40600,40406,1.1,56,1
25,1175405,-92578,20753,113331,2.2,56,0
0,306344,-7381,25148,32529,6.1,45,0
1,328562,14866,66644,51778,1.9,45,0
2,314039,-14700,13697,28397,0.9,45,0
3,286721,-30016,15815,45831,1.2,45,0
4,265012,-21597,4335,25932,3.3,45,0
5,252110,-14306,3008,17314,1.1,45,0
6,237990,-14708,3898,18606,5.2,45,0
7,221429,-15850,8510,24360,3.3,45,0
8,221649,-2503,9987,12490,3.3,44,-1
9,227721,4348,15831,11483,1.8,44,0
10,230127,1595,11389,9794,3.3,44,0
11,253122,21643,26872,5229,2.9,44,0
12,348093,92451,96935,4484,4.5,44,0
13,461279,108680,119119,10439,3.6,45,1
14,603053,137595,149582,11987,0.0,45,0
15,218545,-81015,1869,82884,0.0,45,0
16,256442,-101760,1172,102932,0.0,45,0
17,256442,-101760,1172,102932,1.2,45,0
18,222142,-48185,1073,49258,0.0,45,0
19,191133,-31214,246,31460,0.0,45,0
20,172650,-18657,150,18807,0.0,45,0
21,154029,-18682,257,18939,0.0,44,-1
22,134583,-18641,378,19019,0.0,44,0
23,134583,-18641,378,19019,3.2,44,0
24,135573,-261,5921,6182,0.6,44,0
25,137404,1397,9418,8021,1.1,44,0
0,2586,-224,131,355,4.3,50,0
1,3197,254,735,481,5.4,50,0
2,3499,108,524,416,3.1,50,0
3,3375,-295,227,522,1.0,50,0
4,3318,-158,178,336,4.2,50,0
5,3309,-108,164,272,2.4,50,0
6,3386,-39,249,288,1.0,50,0
7,3511,-20,283,303,2.4,50,0
8,3641,76,296,220,0.0,50,0
9,3166,-475,60,535,4.2,50,0
10,3205,-50,111,161,5.6,49,-1
11,3321,89,210,121,4.1,49,0
12,3464,95,213,118,2.7,49,0
13,3824,266,470,204,5.0,49,0
14,4282,407,612,205,2.2,49,0
15,4793,36,957,921,0.7,49,0
16,5206,322,892,570,4.9,49,0
17,5206,322,892,570,1.0,49,0
18,4745,-345,296,641,3.2,49,0
19,4098,-643,15,658,0.0,49,0
20,3741,-370,11,381,0.0,49,0
21,3472,-281,9,290,0.0,49,0
22,3270,-199,39,238,0.0,49,0
23,3270,-199,39,238,0.2,49,0
24,3244,-51,60,111,3.6,49,0
25,3327,41,156,115,1.2,49,0
0,97704,2797,6754,3957,0.0,40,0
1,103720,2434,8941,6507,0.0,40,0
2,107272,1486,5096,3610,0.0,40,0
3,108650,558,9076,8518,0.0,40,0
4,104014,-4337,1221,5558,0.0,40,0
5,104548,-246,2331,2577,0.0,40,0
6,104934,-94,2077,2171,0.0,40,0
7,107538,1840,4523,2683,0.0,40,0
8,111215,3060,4436,1376,0.6,40,0
9,119647,5288,8435,3147,0.0,40,0
10,117795,711,3722,3011,0.0,40,0
11,119011,1102,2593,1491,0.0,40,0
12,119640,684,2354,1670,0.0,40,0
13,122493,2206,3840,1634,0.0,40,0
14,122805,363,2970,2607,0.0,40,0
15,131375,-3281,3814,7095,0.0,40,0
16,111735,-6588,677,7265,0.0,40,0
17,111735,-6588,677,7265,0.0,40,0
18,110031,-2926,1377,4303,0.0,40,0
19,109089,-1072,1057,2129,0.0,40,0
20,108363,-805,806,1611,0.0,40,0
21,106411,-2029,764,2793,0.0,40,0
22,103137,-3146,1538,4684,0.0,40,0
23,103137,-3146,1538,4684,0.0,40,0
24,101166,-2310,594,2904,0.0,40,0
25,95974,-5012,745,5757,0.0,40,0
0,54426,-5200,2269,7469,5.3,60,0
1,54695,-1726,7182,8908,2.8,60,0
2,50828,-4439,2731,7170,5.0,60,0
3,43568,-7657,1140,8797,6.3,59,-1
4,39658,-4340,521,4861,2.3,59,0
5,36800,-3195,493,3688,1.1,59,0
6,34994,-2212,886,3098,4.2,58,-1
7,32890,-2258,549,2807,5.7,58,0
8,31802,-1270,416,1686,2.1,58,0
9,30669,-1270,715,1985,6.0,58,0
10,29719,-1164,463,1627,2.8,57,-1
11,29256,-561,333,894,1.2,57,0
12,28937,-417,448,865,2.6,57,0
13,27227,-1726,278,2004,0.0,57,0
14,26282,-996,95,1091,0.0,57,0
15,23787,-1159,115,1274,0.4,57,0
16,24161,-27,403,430,2.4,57,0
17,24161,-27,403,430,4.7,57,0
18,23945,-305,304,609,10.1,57,0
19,24326,270,697,427,0.7,57,0
20,24451,57,520,463,1.1,57,0
21,27170,2580,3436,856,10.1,57,0
22,46231,14921,17675,2754,6.1,57,0
23,46231,14921,17675,2754,3.8,57,0
24,38369,-4123,2421,6544,2.9,57,0
25,33654,-4662,967,5629,3.7,57,0
0,38002,3810,7180,3370,9.9,40,0
1,385347,286176,332636,46460,2.7,40,0
2,573259,171940,208820,36880,0.0,40,0
3,613974,43395,115269,71874,0.0,40,0
4,588997,-22376,28191,50567,0.0,41,1
5,555626,-34875,9003,43878,0.0,41,0
6,513717,-41313,9664,50977,0.0,40,-1
7,495499,-19936,20296,40232,0.0,40,0
8,477506,-21025,9503,30528,0.0,40,0
9,456706,-22806,11596,34402,0.0,39,-1
10,462214,-568,19817,20385,0.0,39,0
11,468612,4782,19868,15086,0.0,39,0
12,467423,-972,16869,17841,0.0,39,0
13,471985,1345,24674,23329,0.0,39,0
14,457398,-13094,5413,18507,0.0,39,0
15,342046,-48872,2412,51284,0.0,39,0
16,332325,-38475,966,39441,0.0,39,0
17,332325,-38475,966,39441,0.0,39,0
18,337236,-3018,28693,31711,0.0,38,-1
19,346679,7351,25604,18253,0.0,38,0
20,351117,3603,19299,15696,0.0,38,0
21,352026,-295,16796,17091,0.0,38,0
22,349981,-3617,19156,22773,0.0,38,0
23,349981,-3617,19156,22773,0.0,38,0
24,352688,1253,16208,14955,0.0,38,0
25,370631,6543,31138,24595,0.0,38,0
0,0,0,0,0,0.0,45,0
1,727,418,556,138,0.0,45,0
2,986,112,262,150,0.0,45,0
3,1149,14,216,202,0.0,45,0
4,1248,38,170,132,0.0,45,0
5,1346,25,141,116,0.0,45,0
6,1335,-63,76,139,0.0,45,0
7,1383,-24,105,129,0.0,45,0
8,1474,28,114,86,2.1,45,0
9,1606,94,287,193,0.1,45,0
10,1566,-64,125,189,0.0,45,0
11,1573,-15,64,79,0.0,45,0
12,1557,-48,48,96,0.0,45,0
13,1646,36,142,106,0.7,45,0
14,1773,92,177,85,0.4,45,0
15,3526,302,680,378,0.0,45,0
16,2327,-69,213,282,0.0,45,0
17,2327,-69,213,282,0.0,45,0
18,2090,-219,55,274,0.0,45,0
19,1942,-162,18,180,0.0,45,0
20,1873,-86,34,120,0.4,45,0
21,1858,-47,54,101,0.0,45,0
22,1853,-29,123,152,0.0,45,0
23,1853,-29,123,152,0.0,45,0
24,1807,-58,44,102,0.0,45,0
25,1798,-42,61,103,0.0,45,0
0,0,0,0,0,0.0,40,0
1,1956,638,885,247,0.0,40,0
2,3096,226,590,364,0.0,40,0
3,3890,-13,415,428,0.0,40,0
4,4625,106,434,328,0.0,40,0
5,5132,49,429,380,0.0,40,0
6,5192,-242,204,446,0.0,40,0
7,5599,-94,245,339,0.0,40,0
8,5729,-72,176,248,0.0,40,0
9,5871,-67,266,333,0.0,40,0
10,5980,-120,186,306,0.0,40,0
11,6143,-10,191,201,0.0,40,0
12,6228,-24,168,192,0.0,40,0
13,6642,79,408,329,0.0,40,0
14,6717,-26,178,204,0.0,40,0
15,9298,231,734,503,0.0,40,0
16,7624,48,380,332,0.0,40,0
17,7624,48,380,332,0.0,40,0
18,7456,-125,281,406,0.0,40,0
19,7464,-77,191,268,0.0,40,0
20,7602,49,275,226,0.0,40,0
21,7601,-147,209,356,0.0,40,0
22,7704,-56,317,373,0.0,40,0
23,7704,-56,317,373,0.0,40,0
24,7727,-109,200,309,0.0,40,0
25,7815,-87,238,325,0.0,40,0
0,0,0,0,0,0.0,40,0
1,2488,1944,2114,170,0.0,40,0
2,4210,1361,1620,259,0.0,40,0
3,4443,-20,782,802,0.0,40,0
4,5782,935,1486,551,0.0,40,0
5,6620,699,999,300,0.0,40,0
6,7558,577,1163,586,0.0,40,0
7,7417,-25,630,655,0.0,40,0
8,7695,166,444,278,0.0,40,0
9,7866,123,370,247,0.0,40,0
10,8550,422,706,284,0.0,40,0
11,8772,197,475,278,0.0,40,0
12,27664,1116,1870,754,0.0,40,0
13,11202,332,1253,921,0.0,40,0
14,11202,332,1253,921,0.0,40,0
15,10403,-221,505,726,0.0,40,0
16,10410,-50,277,327,0.0,40,0
17,10445,0,271,271,0.0,40,0
18,10210,-280,230,510,0.0,40,0
19,9968,-293,539,832,0.0,40,0
20,9968,-293,539,832,0.0,40,0
21,9709,-357,209,566,0.0,40,0
22,9167,-592,246,838,0.0,40,0
0,0,0,0,0,0.0,45,0
1,801,445,574,129,0.0,45,0
2,1990,555,1002,447,0.0,45,0
3,2890,624,1176,552,0.0,45,0
4,5215,1529,2676,1147,0.0,45,0
5,5118,-191,1372,1563,0.0,45,0
6,5934,359,1153,794,0.0,45,0
7,5776,-207,591,798,0.0,45,0
8,6364,109,988,879,0.0,45,0
9,6504,29,517,488,0.0,45,0
10,11318,917,2245,1328,0.0,45,0
11,9650,678,1864,1186,0.0,45,0
12,9650,678,1864,1186,0.0,45,0
13,9113,-52,1394,1446,0.0,45,0
14,9740,474,1341,867,0.0,45,0
15,9987,91,1006,915,0.0,45,0
16,9856,-313,647,960,0.0,45,0
17,9814,-294,845,1139,0.0,45,0
18,9814,-294,845,1139,0.0,45,0
19,9817,-163,593,756,0.0,45,0
20,10040,-22,794,816,0.0,45,0
0,0,0,0,0,0.0,45,0
1,1030,578,715,137,0.0,45,0
2,2524,707,1218,511,0.0,45,0
3,3460,617,1128,511,0.0,45,0
4,5128,1048,2092,1044,0.0,45,0
5,5510,23,1378,1355,0.0,45,0
6,5999,128,839,711,0.0,45,0
7,6202,-53,614,667,0.0,45,0
8,7082,283,1160,877,0.0,45,0
9,7276,-6,504,510,0.0,45,0
10,9443,457,1447,990,0.0,45,0
11,9002,156,887,731,0.0,45,0
12,9002,156,887,731,0.0,45,0
13,8768,-231,815,1046,0.0,45,0
14,8959,11,579,568,0.0,45,0
15,9046,-84,518,602,0.0,45,0
16,9136,-166,486,652,0.0,45,0
17,9487,18,865,847,0.0,45,0
18,9487,18,865,847,0.0,45,0
19,9668,-47,644,691,0.0,45,0
20,10021,43,796,753,0.0,45,0
0,0,0,0,0,0.0,45,0
1,30,19,23,4,0.0,45,0
2,290,75,133,58,0.0,45,0
3,232,11,58,47,0.0,45,0
4,232,11,58,47,0.0,45,0
5,279,23,98,75,0.0,45,0
6,230,-61,22,83,0.0,45,0
7,303,61,105,44,0.0,44,-1
8,328,-11,62,73,0.0,44,0
9,444,64,192,128,0.0,44,0
10,444,64,192,128,0.0,44,0
11,509,53,148,95,0.0,44,0
12,545,-33,122,155,0.0,44,0
0,0,0,0,0,0.0,45,0
1,95,67,80,13,0.0,45,0
2,1840,323,555,232,0.0,45,0
3,1191,106,355,249,0.0,45,0
4,1191,106,355,249,0.0,45,0
5,1172,-5,254,259,0.0,45,0
6,1296,66,215,149,0.1,45,0
7,1749,356,582,226,0.0,45,0
8,1865,25,370,345,0.0,45,0
9,2480,424,892,468,0.0,45,0
10,2480,424,892,468,0.0,45,0
11,2387,-135,365,500,0.0,45,0
12,3228,600,1104,504,0.0,45,0
0,0,0,0,0,0.0,40,0
1,179,104,116,12,0.0,40,0
2,482,128,267,139,0.0,40,0
3,482,128,267,139,0.0,40,0
4,565,-8,135,143,0.0,40,0
5,766,38,189,151,0.0,40,0
0,20402,0,0,0,0.0,50,0
1,21606,-3419,654,4073,0.0,50,0
2,21775,-1955,1763,3718,0.4,49,-1
3,20955,-1607,753,2360,0.0,49,0
