,selected,transfers_balance,transfers_in,transfers_out,ict_index,value,label
10,212913,-17503,3316,20819,0.0,60,0
11,204978,-9780,2919,12699,0.0,60,0
12,196230,-9821,1584,11405,0.0,60,0
13,191126,-6958,8767,15725,0.0,60,0
14,190513,-2458,3129,5587,0.0,60,0
15,177767,-12568,2980,15548,0.0,60,0
16,172497,-6688,48,6736,0.0,60,0
17,172497,-6688,48,6736,0.0,60,0
18,168498,-4916,1648,6564,1.0,60,0
19,169000,-340,1737,2077,5.2,60,0
20,172323,2426,3735,1309,2.0,60,0
21,174766,1300,3261,1961,0.0,60,0
22,176541,220,5071,4851,1.2,60,0
23,176541,220,5071,4851,2.1,60,0
24,179333,1522,4073,2551,0.0,60,0
25,177910,-2581,2477,5058,0.0,60,0
0,43760,-10501,1947,12448,0.0,75,0
1,30180,-14252,977,15229,0.0,75,0
2,29186,-2824,3079,5903,2.3,74,-1
3,37354,4166,8642,4476,2.8,74,0
4,44862,5715,10187,4472,1.1,74,0
5,44531,-1213,5173,6386,3.7,74,0
6,42783,-2463,2876,5339,1.0,74,0
7,40706,-3246,1813,5059,1.7,74,0
8,44198,2424,5162,2738,0.0,74,0
9,42374,-2368,3111,5479,0.0,74,0
10,39323,-3467,1233,4700,0.0,74,0
11,40011,249,2644,2395,0.0,74,0
12,38743,-1494,1277,2771,7.2,74,0
13,40228,741,2953,2212,2.6,74,0
14,40691,-495,1309,1804,10.2,74,0
15,59225,7887,11480,3593,5.5,74,0
16,52230,2540,5922,3382,1.0,74,0
17,52230,2540,5922,3382,11.7,74,0
18,80125,26067,32875,6808,5.7,74,0
19,79293,-820,8972,9792,7.1,74,0
20,76333,-3501,5372,8873,5.5,74,0
21,76084,-1038,6244,7282,4.8,74,0
22,89893,11692,19983,8291,3.4,74,0
23,89893,11692,19983,8291,13.5,74,0
24,97893,7243,18281,11038,3.3,74,0
25,123438,23026,37820,14794,0.0,74,0
0,153900,29514,45431,15917,10.6,95,0
1,151721,-14146,74643,88789,0.0,95,0
2,75463,-75534,988,76522,0.0,94,-1
3,61917,-16611,493,17104,0.0,94,0
4,56383,-6119,211,6330,0.0,93,-1
5,53446,-3214,169,3383,0.0,93,0
6,59961,5108,6986,1878,6.9,93,0
7,85996,20495,26778,6283,7.9,93,0
8,111244,21196,29643,8447,5.7,93,0
9,234699,105167,115353,10186,3.4,94,1
10,146037,-68288,6659,74947,3.4,93,-1
11,166983,13256,30298,17042,4.8,93,0
12,129197,-34660,4970,39630,0.0,92,-1
13,83167,-46137,3104,49241,0.0,91,-1
14,69528,-4883,131,5014,0.0,91,0
15,121669,24341,30322,5981,0.4,91,0
16,109790,13192,24289,11097,6.5,91,0
17,109790,13192,24289,11097,2.9,91,0
18,171356,60037,75695,15658,2.3,91,0
19,191419,19519,51970,32451,10.9,91,0
20,289705,94446,106264,11818,10.3,92,1
21,333956,42018,66594,24576,3.0,92,0
22,434483,87710,141284,53574,5.3,92,0
23,434483,87710,141284,53574,9.8,92,0
24,345766,-78780,16318,95098,1.6,92,0
25,287167,-59116,23636,82752,0.1,92,0
0,30075,-1277,1417,2694,0.0,55,0
1,23043,-7889,1004,8893,0.0,55,0
2,19999,-3822,203,4025,0.0,55,0
3,16778,-3354,50,3404,0.0,55,0
4,16380,-747,342,1089,0.2,55,0
5,17235,326,884,558,0.0,55,0
6,16986,-487,456,943,0.0,55,0
7,17087,-297,450,747,0.0,55,0
8,16938,-339,264,603,0.0,55,0
9,16829,-324,327,651,0.0,55,0
10,16525,-410,134,544,0.0,55,0
11,16201,-402,68,470,0.0,55,0
12,15669,-538,12,550,0.0,55,0
13,15542,-227,252,479,0.0,55,0
14,15656,-36,157,193,2.5,55,0
15,21782,2661,3619,958,4.8,55,0
16,23121,3572,4530,958,1.7,55,0
17,23121,3572,4530,958,1.0,55,0
18,26060,2958,4655,1697,4.1,55,0
19,29667,3363,4854,1491,4.2,55,0
20,36749,6090,7413,1323,0.6,55,0
21,34369,-2577,2125,4702,1.9,55,0
22,42763,7290,10351,3061,3.8,55,0
23,42763,7290,10351,3061,0.0,55,0
24,46117,2899,5908,3009,6.7,55,0
25,57380,9867,13583,3716,4.9,55,0
0,279640,20071,59741,39670,8.8,65,0
1,529454,205051,284995,79944,0.4,65,0
2,603199,66213,135460,69247,7.6,66,1
3,521154,-84461,52017,136478,8.1,66,0
4,574478,39242,87799,48557,7.2,66,0
5,696537,110593,141792,31199,0.5,66,0
6,565085,-123496,22991,146487,0.0,66,0
7,464089,-103700,17396,121096,0.4,65,-1
8,450370,-23943,38580,62523,5.1,65,0
9,424292,-26010,32157,58167,0.0,65,0
10,350089,-75434,7682,83116,0.0,64,-1
11,341302,-11461,26919,38380,6.2,64,0
12,307747,-34396,7842,42238,0.0,63,-1
13,280598,-28199,11098,39297,0.0,63,0
14,247180,-18954,3763,22717,12.9,62,-1
15,548509,147152,177291,30139,12.8,62,0
16,867685,418897,451057,32160,1.5,63,1
17,867685,418897,451057,32160,20.1,63,0
18,947253,125090,229469,104379,8.0,63,0
19,771869,-173618,43298,216916,4.6,63,0
20,691448,-84107,24717,108824,0.0,62,-1
21,539991,-152979,10367,163346,11.3,61,-1
22,838017,272948,302932,29984,9.2,61,0
23,838017,272948,302932,29984,11.0,61,0
24,865821,37701,107840,70139,0.0,61,0
25,845106,-21677,107452,129129,2.3,61,0
0,6803,-145,709,854,0.0,45,0
1,7281,-226,943,1169,0.0,45,0
2,7152,-398,442,840,0.0,45,0
3,6677,-610,222,832,0.0,45,0
4,6508,-307,219,526,0.0,45,0
5,7222,346,824,478,0.0,44,-1
6,7373,16,601,585,0.0,44,0
7,7817,166,893,727,0.0,44,0
8,7574,-237,300,537,0.0,44,0
9,7383,-265,222,487,0.0,44,0
10,7395,-76,262,338,0.0,44,0
11,7278,-139,128,267,0.0,44,0
12,7394,48,314,266,0.0,44,0
13,7272,-209,217,426,0.0,44,0
14,7116,-161,98,259,0.0,44,0
15,6624,-411,64,475,0.0,44,0
16,6486,-245,20,265,0.0,44,0
17,6486,-245,20,265,0.0,44,0
18,6386,-165,107,272,0.0,44,0
19,6274,-132,50,182,0.0,44,0
20,6196,-106,47,153,0.0,44,0
21,6115,-95,43,138,0.0,44,0
22,6028,-109,74,183,0.0,44,0
23,6028,-109,74,183,0.0,44,0
24,5957,-97,42,139,0.0,44,0
25,5904,-79,52,131,0.0,44,0
0,37251,-1071,3748,4819,2.9,55,0
1,36118,-3393,3472,6865,2.4,55,0
2,37249,-974,3853,4827,2.7,55,0
3,35663,-3143,2464,5607,3.6,55,0
4,35264,-1453,1982,3435,5.8,54,-1
5,34789,-1186,1811,2997,2.8,54,0
6,34456,-846,1895,2741,0.4,54,0
7,34918,-340,2462,2802,10.1,54,0
8,37461,1838,3888,2050,1.0,54,0
9,35958,-1626,1912,3538,5.5,54,0
10,35168,-1157,1335,2492,3.8,54,0
11,37046,1527,2964,1437,6.0,54,0
12,36175,-1007,1110,2117,2.2,54,0
13,36573,-82,2049,2131,2.2,54,0
14,34609,-1078,891,1969,6.8,54,0
15,35580,36,2463,2427,2.9,54,0
16,35231,-12,1170,1182,0.0,54,0
17,35231,-12,1170,1182,14.5,54,0
18,35179,-434,1522,1956,1.9,54,0
19,34256,-1038,660,1698,0.0,53,-1
20,33555,-843,457,1300,4.4,53,0
21,32866,-860,348,1208,2.8,53,0
22,32037,-939,1026,1965,8.9,53,0
23,32037,-939,1026,1965,6.2,53,0
24,33570,1129,2086,957,0.0,53,0
25,33983,186,1989,1803,0.0,53,0
0,79393,-2600,8008,10608,0.0,70,0
1,68207,-12411,2916,15327,1.3,70,0
2,62847,-7005,2704,9709,6.9,69,-1
3,62459,-2055,4543,6598,0.0,69,0
4,59304,-3535,2552,6087,0.0,69,0
5,60702,493,5745,5252,9.5,69,0
6,67299,5540,9962,4422,0.2,69,0
7,87968,17479,24164,6685,11.6,69,0
8,120034,30249,38802,8553,7.1,69,0
9,163703,41577,52595,11018,0.0,69,0
10,127289,-32732,7401,40133,0.5,69,0
11,152196,22207,38543,16336,0.0,69,0
12,122398,-29268,5323,34591,0.4,69,0
13,111519,-11926,8570,20496,7.8,69,0
14,117090,-5134,9553,14687,0.0,69,0
15,85560,-22614,5079,27693,0.0,69,0
16,85608,-9689,1980,11669,0.3,69,0
17,85608,-9689,1980,11669,0.0,69,0
18,81376,-5622,2707,8329,3.7,69,0
19,75197,-6371,808,7179,7.2,69,0
20,75266,-261,2236,2497,0.0,69,0
21,71627,-3747,694,4441,0.0,69,0
22,68491,-3299,1093,4392,0.4,69,0
23,68491,-3299,1093,4392,0.0,69,0
24,66420,-2363,433,2796,0.0,69,0
25,64912,-1652,526,2178,3.8,69,0
0,19182,-783,1500,2283,0.0,50,0
1,16149,-4026,1074,5100,3.0,49,-1
2,16980,-569,1687,2256,0.0,49,0
3,14933,-2566,559,3125,0.0,48,-1
4,15323,-266,1050,1316,3.0,48,0
5,16792,719,1624,905,0.0,48,0
6,15906,-1032,566,1598,0.0,48,0
7,15733,-608,601,1209,0.0,48,0
8,15601,-389,438,827,0.0,48,0
9,15413,-374,422,796,0.0,48,0
10,14728,-800,196,996,0.0,48,0
11,13719,-1007,15,1022,0.0,48,0
12,13134,-623,23,646,0.0,48,0
13,12513,-623,17,640,0.0,48,0
14,12088,-228,38,266,0.0,47,-1
15,11852,-264,91,355,0.0,47,0
16,11777,-97,42,139,0.0,47,0
17,11777,-97,42,139,0.0,47,0
18,11937,24,245,221,0.0,47,0
19,12092,49,228,179,0.0,47,0
20,12188,1,167,166,0.0,47,0
21,12287,-20,208,228,0.0,47,0
22,12432,-32,260,292,0.0,47,0
23,12432,-32,260,292,0.0,47,0
24,12508,-52,227,279,0.0,47,0
25,12523,-104,181,285,0.0,47,0
0,0,0,0,0,0.0,45,0
1,366,158,259,101,0.0,45,0
2,300,-62,48,110,0.0,45,0
3,293,-30,51,81,0.0,45,0
4,349,18,87,69,0.0,45,0
5,485,58,105,47,0.0,45,0
6,595,29,92,63,0.0,45,0
7,728,25,119,94,0.0,45,0
8,802,15,78,63,0.0,45,0
9,820,-32,46,78,0.0,45,0
10,844,-18,39,57,0.0,45,0
11,846,-14,33,47,0.0,45,0
12,875,5,44,39,0.0,45,0
13,923,-10,55,65,0.0,45,0
14,941,-12,28,40,0.0,45,0
15,1032,-7,62,69,0.0,45,0
16,936,-58,9,67,0.0,45,0
17,936,-58,9,67,0.0,45,0
18,940,-22,39,61,0.0,45,0
19,942,-20,24,44,0.0,45,0
20,944,-13,17,30,0.0,45,0
21,956,-8,16,24,0.0,45,0
22,987,-6,31,37,0.0,45,0
23,987,-6,31,37,0.0,45,0
24,980,-27,26,53,0.0,45,0
25,974,-19,18,37,0.0,45,0
0,0,0,0,0,0.0,45,0
1,431,105,136,31,0.0,45,0
2,892,54,120,66,0.0,45,0
3,1324,2,154,152,0.0,45,0
4,1519,-27,105,132,0.0,45,0
5,1692,-27,83,110,0.0,45,0
6,1776,-44,53,97,0.0,45,0
7,1868,-48,62,110,0.0,45,0
8,1903,-45,29,74,0.0,45,0
9,1962,-47,42,89,0.0,45,0
10,2029,-24,53,77,0.0,45,0
11,2069,-17,31,48,0.0,45,0
12,2121,-8,35,43,0.0,45,0
13,2232,-2,60,62,0.0,45,0
14,2918,589,783,194,1.0,44,-1
15,51256,12940,20183,7243,0.0,44,0
16,10001,-4871,823,5694,0.0,44,0
17,10001,-4871,823,5694,0.0,44,0
18,8419,-2646,396,3042,0.0,44,0
19,7309,-1235,157,1392,0.0,44,0
20,6865,-523,136,659,0.0,44,0
21,6532,-448,180,628,0.0,44,0
22,5851,-735,202,937,0.0,44,0
23,5851,-735,202,937,0.0,44,0
24,5758,-261,147,408,0.0,44,0
25,5444,-377,184,561,0.0,44,0
0,0,0,0,0,0.0,45,0
1,32011,22979,29701,6722,0.2,45,0
2,71732,28634,49221,20587,0.0,45,0
3,69304,-3278,17767,21045,0.0,45,0
4,74604,1746,14720,12974,0.0,45,0
5,69943,-5069,6476,11545,0.0,44,-1
6,66204,-4244,5047,9291,0.0,44,0
7,67498,-1180,9173,10353,0.0,44,0
8,68123,217,6529,6312,0.0,44,0
9,74099,3955,11508,7553,0.0,44,0
10,79812,5410,13139,7729,0.0,44,0
11,82317,1941,8376,6435,0.0,44,0
12,82914,171,6394,6223,0.0,44,0
13,84812,721,8903,8182,0.0,44,0
14,83048,-1187,6100,7287,0.0,44,0
15,94166,887,13402,12515,0.0,44,0
16,93375,4314,13542,9228,0.0,44,0
17,93375,4314,13542,9228,0.0,44,0
18,85771,-4022,8428,12450,0.0,44,0
19,81656,-4377,4103,8480,0.0,44,0
20,80020,-2045,4295,6340,0.0,44,0
21,76802,-3473,2533,6006,0.0,44,0
22,75873,-1408,7881,9289,0.0,43,-1
23,75873,-1408,7881,9289,0.0,43,0
24,78896,2067,9057,6990,0.0,43,0
25,81413,1037,11371,10334,0.0,43,0
0,0,0,0,0,0.0,45,0
1,416,201,270,69,0.0,45,0
2,642,56,190,134,0.0,45,0
3,792,38,153,115,0.0,45,0
4,855,-9,82,91,0.0,45,0
5,888,-27,64,91,0.0,45,0
6,974,-1,97,98,0.0,45,0
7,1003,-29,58,87,0.0,45,0
8,987,-39,40,79,0.0,45,0
9,999,-19,40,59,0.0,45,0
10,1012,-16,30,46,0.0,45,0
11,1038,2,33,31,0.0,45,0
12,1050,-23,43,66,0.0,45,0
13,1078,6,44,38,0.0,44,-1
14,1128,-22,114,136,0.0,44,0
15,1085,-18,28,46,0.0,44,0
16,1085,-18,28,46,0.0,44,0
17,1057,-37,39,76,0.0,44,0
18,1042,-16,30,46,0.0,44,0
19,1019,-26,31,57,0.0,44,0
20,1045,21,65,44,0.0,44,0
21,1090,1,82,81,0.0,44,0
22,1090,1,82,81,0.0,44,0
23,1119,7,57,50,0.0,44,0
24,1159,13,76,63,0.0,44,0
0,7762,6169,7019,850,2.8,55,0
1,39139,24210,30281,6071,1.8,55,0
2,95913,50505,56079,5574,2.6,55,0
3,119212,21735,29272,7537,1.6,55,0
4,125470,5997,16288,10291,1.8,55,0
5,145213,15602,26083,10481,5.3,55,0
6,185849,34295,44884,10589,2.2,55,0
7,248265,55514,64375,8861,3.0,56,1
8,247154,6417,20702,14285,1.4,56,0
9,322238,67661,72958,5297,5.0,56,0
10,311749,-7120,15844,22964,2.2,56,0
11,489796,163139,175133,11994,2.4,57,1
12,548141,10239,52415,42176,4.4,57,0
13,946169,157268,202276,45008,2.9,58,1
14,891459,154332,186853,32521,5.0,58,0
15,891459,154332,186853,32521,6.2,58,0
16,1206458,320265,351891,31626,2.1,59,1
17,1302119,94881,140084,45203,3.1,59,0
18,1553531,237705,252571,14866,1.3,60,1
19,1722554,158317,196687,38370,1.5,61,1
20,1675281,-42526,158422,200948,0.0,61,0
21,1675281,-42526,158422,200948,3.4,61,0
22,1664833,-30590,59606,90196,2.4,61,0
23,1791947,107962,157799,49837,7.3,61,0
0,0,0,0,0,0.0,40,0
1,1664,953,1073,120,0.0,40,0
2,3988,1481,1961,480,0.0,40,0
3,4336,472,988,516,0.0,40,0
4,5127,448,944,496,0.0,40,0
5,6002,706,1039,333,0.0,40,0
6,6133,100,500,400,0.0,40,0
7,6818,495,798,303,0.0,40,0
8,7408,282,801,519,0.0,40,0
9,8096,263,747,484,0.0,40,0
10,13114,363,1550,1187,0.0,40,0
11,8687,-129,573,702,0.0,40,0
12,8687,-129,573,702,0.0,40,0
13,8478,-308,448,756,0.0,40,0
14,8126,-415,169,584,0.0,40,0
15,8088,-125,200,325,0.0,40,0
16,7976,-199,192,391,0.0,40,0
17,7404,-598,184,782,0.0,40,0
18,7404,-598,184,782,0.0,40,0
19,7175,-359,97,456,0.0,40,0
20,6784,-443,111,554,0.0,40,0
0,0,0,0,0,0.0,40,0
1,1040,689,757,68,0.0,40,0
2,2190,626,839,213,0.0,40,0
3,2892,234,899,665,0.0,40,0
4,2229,-233,73,306,0.0,40,0
5,2229,-233,73,306,0.0,40,0
6,2098,-168,97,265,0.0,40,0
7,1952,-160,50,210,0.0,40,0
8,1905,-59,57,116,0.0,40,0
9,1999,25,146,121,0.0,40,0
10,1962,-60,211,271,0.0,40,0
11,1962,-60,211,271,0.0,40,0
12,5393,2789,3395,606,0.0,39,-1
13,9897,3197,5162,1965,0.0,39,0
0,0,0,0,0,0.0,45,0
1,59,22,31,9,0.0,45,0
2,88,1,19,18,0.0,45,0
3,206,18,47,29,0.0,45,0
4,176,5,28,23,0.0,45,0
5,176,5,28,23,0.0,45,0
6,201,3,28,25,0.0,45,0
7,213,-7,13,20,0.0,45,0
8,226,4,19,15,0.0,45,0
9,241,1,21,20,0.0,45,0
10,236,-19,18,37,0.0,45,0
11,236,-19,18,37,0.0,45,0
12,248,-4,22,26,0.0,45,0
13,273,6,23,17,0.0,45,0
0,0,0,0,0,0.0,40,0
1,661,137,189,52,0.0,40,0
2,437,31,88,57,0.0,40,0
3,437,31,88,57,0.0,40,0
4,652,34,118,84,0.0,40,0
5,698,-18,58,76,0.0,40,0
6,797,10,66,56,0.0,40,0
7,970,47,122,75,0.0,40,0
8,1173,44,201,157,0.0,40,0
9,1173,44,201,157,0.0,40,0
10,1275,-14,119,133,0.0,40,0
11,1404,-23,122,145,0.0,40,0
0,0,0,0,0,0.0,45,0
1,52,28,35,7,0.0,45,0
2,153,40,73,33,0.0,45,0
3,153,40,73,33,0.0,45,0
4,206,19,54,35,0.0,45,0
5,261,5,50,45,0.0,45,0
0,8726,-391,641,1032,0.0,60,0
1,8065,-1553,361,1914,0.0,60,0
2,8183,-649,611,1260,0.0,59,-1
3,8292,-680,529,1209,9.5,59,0
4,10093,937,1741,804,5.9,59,0
5,10652,91,1069,978,0.0,59,0
6,10212,-696,433,1129,1.7,59,0
7,11217,321,1265,944,2.6,59,0
8,11995,480,1149,669,0.0,59,0
9,11411,-760,490,1250,3.4,59,0
10,11865,84,745,661,0.0,59,0
11,11728,-279,424,703,2.4,59,0
12,11571,-287,252,539,0.0,59,0
13,11180,-621,249,870,0.0,59,0
14,11013,-254,104,358,0.0,59,0
15,10885,-241,137,378,0.0,58,-1
16,10923,-259,253,512,0.0,58,0
17,10810,-111,100,211,0.0,58,0
18,10810,-111,100,211,0.0,58,0
19,10655,-282,71,353,0.0,58,0
20,10569,-153,35,188,0.0,58,0
21,10530,-109,57,166,0.0,58,0
22,10473,-143,48,191,0.0,58,0
23,10453,-122,75,197,0.0,58,0
24,10497,-69,68,137,0.1,58,0
25,10497,-104,93,197,0.0,58,0
0,296170,8554,24934,16380,1.7,55,0
1,297884,-17027,18294,35321,2.6,55,0
2,282198,-23850,5325,29175,2.0,55,0
3,275436,-18230,11854,30084,2.7,55,0
4,274878,-7559,8189,15748,0.9,55,0
5,281089,-1008,7541,8549,0.6,54,-1
6,277812,-6041,5141,11182,0.2,54,0
7,302780,7985,19898,11913,2.0,54,0
8,291830,-3651,6019,9670,0.4,54,0
9,270309,-22383,4309,26692,0.0,54,0
10,256611,-15897,1590,17487,2.0,54,0
11,265828,4889,8997,4108,0.0,53,-1
12,256997,-8051,2207,10258,1.9,53,0
13,253039,-6514,3091,9605,1.0,53,0
14,250038,-4217,2045,6262,3.4,53,0
15,262195,9480,14447,4967,3.0,53,0
16,535004,86228,108459,22231,0.1,53,0
17,366906,12095,32135,20040,2.2,53,0
18,366906,12095,32135,20040,3.1,53,0
19,406165,32770,47887,15117,1.1,53,0
20,390295,-15428,6258,21686,2.3,53,0
21,395552,2458,10758,8300,0.6,53,0
22,414011,13746,26118,12372,0.0,53,0
23,399591,-15843,12013,27856,2.1,53,0
24,396287,-7407,8080,15487,2.4,53,0
25,379733,-16874,5244,22118,3.2,53,0
0,18715,-198,2081,2279,0.0,50,0
1,16713,-3205,1197,4402,3.6,50,0
2,20209,1359,3481,2122,1.7,50,0
3,19226,-1799,1488,3287,0.2,50,0
4,18331,-1413,735,2148,0.0,49,-1
5,17264,-1372,426,1798,3.3,49,0
6,16699,-795,405,1200,0.0,49,0
7,16227,-831,567,1398,3.4,48,-1
8,16514,23,681,658,2.5,48,0
9,16675,-83,796,879,0.0,48,0
10,16313,-506,451,957,0.0,48,0
11,16113,-326,302,628,0.6,48,0
12,16014,-200,285,485,0.0,48,0
13,15886,-303,523,826,0.0,48,0
14,15625,-327,136,463,4.2,48,0
15,15680,-61,372,433,1.3,48,0
16,16117,-137,676,813,2.6,48,0
17,15695,-121,446,567,0.0,48,0
18,15695,-121,446,567,0.2,48,0
19,15349,-443,217,660,2.5,47,-1
20,15285,-152,184,336,0.0,47,0
21,15132,-213,131,344,0.0,47,0
22,14918,-276,98,374,0.0,47,0
23,14729,-275,122,397,0.0,47,0
24,14683,-141,94,235,7.5,47,0
25,14843,56,303,247,0.0,47,0
0,141119,15876,31510,15634,3.8,80,0
1,122029,-27439,9465,36904,0.0,80,0
2,112089,-16993,7625,24618,1.6,79,-1
3,103769,-14759,6031,20790,1.9,79,0
4,100931,-5800,6039,11839,3.1,78,-1
5,99359,-4025,5431,9456,2.1,78,0
6,95066,-5547,3371,8918,0.1,78,0
7,91489,-5983,2972,8955,0.0,77,-1
8,83405,-8277,312,8589,0.0,77,0
9,79586,-4396,711,5107,7.2,77,0
10,86574,5281,7535,2254,5.3,77,0
11,96330,8725,11159,2434,3.1,77,0
12,107630,10392,13874,3482,0.0,77,0
13,102295,-6426,6799,13225,0.5,77,0
14,99754,-3557,3069,6626,4.5,77,0
15,100097,-669,4629,5298,9.5,77,0
16,104556,1799,10911,9112,10.4,77,0
17,143304,31239,37614,6375,7.5,77,0
18,143304,31239,37614,6375,7.6,77,0
19,275170,128954,147645,18691,4.1,77,0
20,237227,-35595,16634,52229,4.4,77,0
21,225469,-14693,16369,31062,0.0,77,0
22,196468,-30894,9467,40361,0.9,77,0
23,125058,-70531,1395,71926,0.0,76,-1
24,110406,-17045,128,17173,0.0,76,0
25,102808,-7824,119,7943,0.0,76,0
0,276468,11004,28710,17706,2.3,55,0
1,259603,-28042,17781,45823,3.4,55,0
2,240877,-26765,8706,35471,0.3,55,0
3,202383,-41565,4057,45622,8.6,54,-1
4,201421,-5327,10741,16068,5.2,54,0
5,224646,16904,23411,6507,5.3,54,0
6,224806,-1129,11175,12304,2.7,54,0
7,237839,6124,25507,19383,5.6,54,0
8,248818,9835,16761,6926,3.1,54,0
9,254510,3117,14329,11212,3.5,54,0
10,243088,-11663,4626,16289,2.9,54,0
11,267152,17158,22491,5333,1.9,54,0
12,259731,-4541,7890,12431,6.6,54,0
13,257206,-4876,12309,17185,1.3,54,0
14,263878,4605,14821,10216,2.8,54,0
15,296370,29831,39273,9442,3.4,54,0
16,412199,33459,60254,26795,1.9,54,0
17,338143,4060,22028,17968,4.4,54,0
18,338143,4060,22028,17968,4.3,54,0
19,382285,38441,53348,14907,7.6,54,0
20,384746,1704,20177,18473,4.4,54,0
21,427992,39224,47167,7943,2.0,55,1
22,439923,8688,25983,17295,2.9,55,0
23,433274,-8390,21470,29860,5.6,55,0
24,433588,-4312,15233,19545,9.1,55,0
25,437207,466,22104,21638,2.2,55,0
0,11306,-623,935,1558,0.0,55,0
1,9885,-2240,497,2737,0.3,54,-1
2,9571,-874,494,1368,1.0,54,0
3,9023,-940,319,1259,3.5,54,0
4,9369,-16,632,648,1.7,53,-1
5,10665,753,1450,697,0.5,53,0
6,11202,194,1212,1018,4.0,53,0
7,12992,979,2219,1240,4.0,53,0
8,13820,538,1486,948,5.5,53,0
9,14392,156,1613,1457,0.0,53,0
10,13881,-757,783,1540,2.8,53,0
11,14992,756,1434,678,0.0,53,0
12,14684,-458,650,1108,6.5,53,0
13,15938,660,1880,1220,3.2,53,0
14,16153,-3,834,837,0.0,53,0
15,15961,-408,781,1189,1.1,53,0
16,17346,233,1894,1661,0.0,53,0
17,16208,-530,371,901,3.3,53,0
18,16208,-530,371,901,6.0,53,0
19,16278,-263,873,1136,0.0,53,0
20,15763,-632,212,844,4.4,53,0
21,15821,-114,431,545,6.1,53,0
22,15596,-385,366,751,2.1,53,0
23,15361,-428,448,876,2.8,53,0
24,15310,-224,354,578,4.3,53,0
25,15812,205,808,603,3.3,53,0
0,111268,20945,36929,15984,2.3,50,0
1,113514,-3434,17662,21096,2.1,50,0
2,99298,-15258,4090,19348,2.8,50,0
3,82452,-18656,3015,21671,5.7,49,-1
4,73392,-10383,1879,12262,2.1,49,0
5,74981,-161,4326,4487,5.3,49,0
6,74208,-1684,3896,5580,5.5,49,0
7,56876,-16643,2030,18673,0.0,48,-1
8,50063,-7724,86,7810,0.0,48,0
9,44859,-5290,54,5344,0.0,48,0
10,44054,-1346,533,1879,4.8,48,0
11,60756,14515,15509,994,0.0,48,0
12,57939,-1687,3012,4699,4.9,48,0
13,57334,-1311,4041,5352,5.7,48,0
14,64791,6555,8848,2293,3.8,48,0
15,71722,6430,11229,4799,7.4,48,0
16,160712,28091,44399,16308,5.5,48,0
17,132332,26688,39168,12480,5.9,48,0
18,132332,26688,39168,12480,7.8,48,0
19,217237,84532,98362,13830,2.7,48,0
20,215929,-1309,19638,20947,7.4,48,0
21,254631,36027,41724,5697,12.7,48,0
22,435769,174083,181265,7182,6.4,49,1
23,552019,109654,129095,19441,10.9,50,1
24,710730,152331,164191,11860,9.7,50,0
25,848394,124247,162508,38261,6.4,51,1
0,1623046,451998,525858,73860,12.9,105,0
1,1344788,-274258,80386,354644,12.0,105,0
2,1473422,76237,187021,110784,7.5,105,0
3,1508759,-1258,192662,193920,22.0,105,0
4,1609144,85046,163779,78733,9.6,105,0
5,1601697,-17677,68832,86509,3.5,105,0
6,1495550,-108368,38692,147060,17.3,105,0
7,2644080,1033358,1055501,22143,20.1,107,1
8,2832510,241785,298414,56629,11.0,108,1
9,3103036,242451,283987,41536,12.2,109,1
10,3049874,-32910,124346,157256,8.2,109,0
11,3258678,173773,211622,37849,2.4,110,1
12,3248370,-5647,83501,89148,18.5,110,0
13,3359878,88219,201910,113691,14.6,110,0
14,3644822,264327,276147,11820,13.6,111,1
15,3869250,213222,229413,16191,15.5,112,1
16,4398545,271408,294187,22779,9.2,113,1
17,4139736,-12831,91675,104506,7.9,113,0
18,4139736,-12831,91675,104506,7.4,113,0
19,4491956,315163,348430,33267,9.4,113,0
20,4435441,-57421,75425,132846,4.1,114,1
21,4465306,16203,93203,77000,22.4,114,0
22,4675676,187847,200383,12536,10.8,115,1
23,4774932,79908,110716,30808,9.3,115,0
24,4834223,41622,63513,21891,13.3,116,1
25,4871297,19376,82355,62979,4.6,116,0
0,1156211,340570,419865,79295,3.5,90,0
1,929457,-221548,59278,280826,3.3,90,0
2,655400,-290358,12984,303342,0.8,89,-1
3,343479,-317561,3756,321317,0.0,88,-1
4,290691,-64934,568,65502,0.0,88,0
5,268070,-25060,527,25587,0.0,88,0
6,281400,9759,18854,9095,1.0,87,-1
7,304974,15553,29906,14353,10.7,87,0
8,288089,-12731,4938,17669,0.0,87,0
9,271415,-17430,4258,21688,3.2,87,0
10,255207,-16915,1125,18040,1.4,87,0
11,258385,1261,6013,4752,16.2,87,0
12,275075,15661,19209,3548,14.2,87,0
13,307199,28601,37958,9357,3.5,87,0
14,320948,13404,28539,15135,1.4,87,0
15,337430,15060,33602,18542,11.2,87,0
16,651853,162249,201346,39097,9.3,88,1
17,440382,-48361,46766,95127,2.3,88,0
18,440382,-48361,46766,95127,3.9,88,0
19,454965,3238,55800,52562,3.8,88,0
20,406683,-48727,12748,61475,6.1,88,0
21,384474,-23748,13973,37721,15.4,87,-1
22,442966,54024,69915,15891,0.0,87,0
23,385484,-56284,18646,74930,1.4,87,0
24,365331,-23530,11340,34870,4.4,87,0
25,342864,-23043,11434,34477,0.5,87,0
0,182213,-18567,3240,21807,0.0,55,0
1,158237,-30830,2112,32942,0.0,55,0
